220.84.185.202 #1.dns.noridev.moe
35.199.57.35 #nvi-dns.bitdefender.net
45.61.162.132 #ny.teradns.org
199.195.251.84 #ny1.nixnet.xyz
vps257.brueggus.de. #nyc01.dnscry.pt
84.33.245.10 #nyc01.dnscry.pt
103.6.212.123 #nz01.dns4me.net
150.136.138.221 #o.rsaikat.com
104.21.13.241 #o1.lt
172.67.133.130 #o1.lt
172.64.42.1 #odoh.cloudflare-dns.com
162.159.62.1 #odoh.cloudflare-dns.com
104.21.46.152 #odoh.crypto.sx
172.67.140.94 #odoh.crypto.sx
185.43.135.1 #odvr.nic.cz
193.17.47.1 #odvr.nic.cz
1.1.1.1 #one.one.one.one
1.0.0.1 #one.one.one.one
37.252.231.163 #open.dns0.eu
212.126.59.63 #open.dns0.eu
183.240.238.35 #opencdn.jomodns.com
120.233.47.193 #opencdn.jomodns.com
183.240.240.35 #opencdn.jomodns.com
151.80.222.79 #opennic.i2pd.xyz
99.192.182.100 #opennic.tenta.io
99.192.182.101 #opennic.tenta.io
94.247.43.254 #opennic1.eth-services.de
51.83.172.84 #opennic2.i2pd.xyz
172.64.41.5 #opera.cloudflare-dns.com
162.159.61.5 #opera.cloudflare-dns.com
152.69.198.226 #oraclejp2.chungyu.com
168.138.26.232 #orau.lz0724.com
vps266.brueggus.de. #ord01.dnscry.pt
45.41.204.204 #ord01.dnscry.pt
74.82.42.42 #ordns.he.net
35.247.80.47 #ore-dns.bitdefender.net
45.155.169.132 #orpi.privado.ovh
51.15.75.165 #osefcorp.duckdns.org
104.21.3.73 #outdoorchair.us
172.67.130.117 #outdoorchair.us
76.76.2.11 #p0.freedns.controld.com
76.76.2.11 #p1.freedns.controld.com
76.76.2.11 #p2.freedns.controld.com
76.76.2.11 #p3.freedns.controld.com
90c3f3bd03394bebaa20741314cef947.pacloudflare.com. #paranoia.mydns.network
172.65.132.254 #paranoia.mydns.network
80.125.181.179 #pates.services.sfr.fr.casepp.sfr.fr
104.21.73.30 #paulo.nom.za
172.67.157.54 #paulo.nom.za
46.227.200.52 #pdns.faelix.net
46.227.207.52 #pdns.faelix.net
185.134.196.52 #pdns.faelix.net
46.227.203.52 #pdns.faelix.net
36.156.184.156 #pdns.itxe.net
221.131.165.165 #pdns.itxe.net
vps309.brueggus.de. #pdx01.dnscry.pt
103.124.106.233 #pdx01.dnscry.pt
203.29.241.76 #per.adfilter.net
vps66.brueggus.de. #phl01.dnscry.pt
154.16.159.22 #phl01.dnscry.pt
vps132.brueggus.de. #phx01.dnscry.pt
173.249.203.52 #phx01.dnscry.pt
51.140.47.46 #pi1.node15.com
13.202.72.46 #pihole.aws.ketan.dev
129.232.183.24 #pihole.datamatter.co.za
srv1.web-mx.eu. #pihole1.hoerli.net
88.99.65.186 #pihole1.hoerli.net
134.255.228.135 #pihole2.hoerli.net
85.215.167.100 #pihole3.hoerli.net
82.165.162.176 #pihole4.hoerli.net
149.28.101.119 #pluton.plan9-dns.com
104.21.42.198 #pooblet.co.za
172.67.165.144 #pooblet.co.za
95.216.161.62 #pope.cnblw.me
128.140.15.70 #privacy.plumedns.com
91.239.96.35 #privacydns.go6lab.si
149.112.122.10 #private.canadianshield.cira.ca
149.112.121.10 #private.canadianshield.cira.ca
46.125.47.48 #privatnas.servebeer.com
178.22.122.101 #pro.shecan.ir
81.169.145.160 #project-evoex.de
149.112.121.20 #protected.canadianshield.cira.ca
149.112.122.20 #protected.canadianshield.cira.ca
146.190.225.122 #ps1.modr.club
185.222.222.222 #public-dns-a.dns.sb
45.11.45.11 #public-dns-b.dns.sb
223.6.6.6 #public.alidns.com
223.5.5.5 #public.alidns.com
103.2.57.6 #public.dns.iij.jp
103.2.57.5 #public.dns.iij.jp
223.6.6.6 #public2.alidns.com
223.5.5.5 #public2.alidns.com
223.5.5.5 #public254.alidns.com
223.6.6.6 #public254.alidns.com
223.5.5.5 #public99.alidns.com
223.6.6.6 #public99.alidns.com
23.88.119.204 #publicdnsserver.com
85.193.93.93 #pukanuragan.ru
183.171.200.174 #punono.duckdns.org
104.21.89.92 #puredns.org
172.67.139.137 #puredns.org
128.93.162.64 #qlf-doh.inria.fr
3.9.180.22 #qual.cuprum.ru
103.196.38.200 #query.hdns.io
107.189.13.66 #r1bnc.com
82.64.190.27 #rayneau.fr
46.227.200.55 #rdns.faelix.net
46.227.200.54 #rdns.faelix.net
185.134.196.54 #rdns.faelix.net
185.134.196.55 #rdns.faelix.net
vps03.brueggus.de. #rdu01.dnscry.pt
38.45.64.117 #rdu01.dnscry.pt
79.143.240.5 #res-acst1.absolight.net
79.143.240.6 #res-acst2.absolight.net
79.143.240.7 #res-acst3.absolight.net
135.181.248.48 #resolver-eu.haringstad.com
resolver.as203038.net. #resolver.r0cket.net
185.243.23.117 #resolver.r0cket.net
bushido.node.rferee.dev. #resolver.rferee.dev
88.198.234.122 #resolver.rferee.dev
89.32.32.32 #resolver.sunet.se
resolver.cloudflare-eth.com. #resolver.unstoppable.io
104.16.199.108 #resolver.unstoppable.io
104.16.200.108 #resolver.unstoppable.io
208.67.222.123 #resolver1-fs.opendns.com
79.143.240.79 #resolver1.absolight.net
208.67.222.222 #resolver1.opendns.com
208.67.220.123 #resolver2-fs.opendns.com
79.143.240.77 #resolver2.absolight.net
208.67.220.220 #resolver2.opendns.com
79.143.240.81 #resolver3.absolight.net
70.36.170.126 #resolver4.dns.openinternet.io
172.67.214.246 #rethinkdns.com
104.21.83.62 #rethinkdns.com
198.180.150.12 #rgnet-iad.anycast.censurfridns.dk
198.180.150.12 #rgnet-iad.anycast.uncensoreddns.org
213.199.49.11 #ric.openbld.net
116.203.84.65 #ric.openbld.net
99.84.191.103 #ricko.is
99.84.191.33 #ricko.is
99.84.191.82 #ricko.is
99.84.191.104 #ricko.is
149.112.112.112 #rpz-public-resolver1.rrdns.pch.net
23.105.231.66 #ru-mow.doh.sb
188.245.45.16 #rumpelsepp.org
160.119.253.209 #sa01.dns4me.net
77.88.8.88 #safe.dns.yandex.ru
77.88.8.2 #safe.dot.dns.yandex.net
77.88.8.88 #safe.dot.dns.yandex.net
198.54.117.10 #safeservedns.com
198.54.117.11 #safeservedns.com
208.67.220.2 #sandbox.opendns.com
208.67.222.2 #sandbox.opendns.com
144.24.149.74 #sbdns.co.in
199.180.130.39 #sby-doh.limotelu.org
43.134.201.120 #sdns.233py.com
204.216.217.1 #sdns22.gkonuralp.com
77.88.8.1 #secondary.dns.yandex.ru
77.88.8.3 #secondary.family.dns.yandex.ru
77.88.8.2 #secondary.safe.dns.yandex.ru
dot.dns-ga.de. #secure-dns.dns-ga.de
88.99.98.111 #secure-dns.dns-ga.de
138.201.81.119 #secure-dns.dns-ga.de
217.160.166.161 #secure-dns.dns-ga.de
154.90.44.84 #secure-dns.pleumkungz.com
152.70.65.93 #secure.anudeep.me
north-america.avastdns.com. #secure.avastdns.com
us-east.avastdns.com. #secure.avastdns.com
198.98.183.52 #secure.avastdns.com
198.98.183.132 #secure.avastdns.com
198.98.183.36 #secure.avastdns.com
15.165.113.96 #secure.onedns.cc
37.120.173.157 #securenet.mhsystems.net
185.228.168.9 #security-filter-dns.cleanbrowsing.org
1.0.0.2 #security.cloudflare-dns.com
1.1.1.2 #security.cloudflare-dns.com
139.59.219.245 #sg-dns1.bancuh.com
165.22.61.129 #sg-sin.doh.sb
103.167.151.201 #sg.teradns.org
54.169.113.231 #sg01.dns4me.net
dns.dnswarden.com. #sg1.dnswarden.com
149.248.217.117 #sg1.dnswarden.com
168.138.171.105 #sg2.ooroot.com
23.21.234.173 #shalenkov.dev
23.21.157.88 #shalenkov.dev
27.77.189.206 #shield.afixer.app
51.222.16.174 #shield1.eranext.net
vps190.brueggus.de. #sin01.dnscry.pt
84.33.16.124 #sin01.dnscry.pt
45.33.66.148 #sink.nolo.ltd
219.78.87.164 #sitdns.com
172.67.214.246 #sky.rethinkdns.com
104.21.83.62 #sky.rethinkdns.com
vps310.brueggus.de. #slc01.dnscry.pt
103.114.162.65 #slc01.dnscry.pt
vps283.brueggus.de. #sof01.dnscry.pt
79.124.77.3 #sof01.dnscry.pt
54.37.137.4 #spacedns.org
45.79.155.173 #sriedmueadguard.casa
170.39.224.134 #steering.nextdns.io
213.227.173.235 #steering.nextdns.io
vps294.brueggus.de. #sto01.dnscry.pt
95.143.196.190 #sto01.dnscry.pt
163.172.131.116 #stratus.bugz.fr
101.34.229.193 #sukidayo.eu.org
104.21.60.198 #sundalandia.pp.ua
172.67.200.128 #sundalandia.pp.ua
47.243.233.55 #sunnygyl.com
130.59.31.80 #switch.ch
112.213.32.219 #syd.adfilter.net
vps216.brueggus.de. #syd01.dnscry.pt
84.33.15.100 #syd01.dnscry.pt
104.21.70.99 #takhtakh.domyah.net
172.67.222.126 #takhtakh.domyah.net
91.239.27.199 #testaghome.meshkov.info
217.160.213.186 #testguard.meexx.de
140.238.3.36 #tienpham.id.vn
132.145.83.120 #tiger.dns.qwer.pw
85.159.226.192 #tigrons.ru
185.234.98.39 #timmes.nl
89.208.251.213 #tj.jamesxue.xyz
34.84.232.67 #tky-dns.bitdefender.net
vps249.brueggus.de. #tll01.dnscry.pt
185.194.53.22 #tll01.dnscry.pt
104.18.24.121 #tlz.asia
104.18.1.3 #tor.cloudflare-dns.com
104.18.0.3 #tor.cloudflare-dns.com
155.138.148.63 #tor.vasi.li
vps312.brueggus.de. #tpa01.dnscry.pt
165.140.117.248 #tpa01.dnscry.pt
vps119.brueggus.de. #tpe01.dnscry.pt
103.131.189.11 #tpe01.dnscry.pt
gw-no.brueggus.de. #trf01.dnscry.pt
194.32.107.48 #trf01.dnscry.pt
71.19.155.209 #truta.org
158.179.175.182 #ttag.dns.nomu.pw
138.2.72.94 #tuandns.duckdns.org
14.235.155.92 #tungdnsne.duckdns.org
60.250.231.81 #tw2.ooroot.com
45.79.38.174 #tx.teradns.org
vps226.brueggus.de. #tyo01.dnscry.pt
84.33.12.158 #tyo01.dnscry.pt
85.215.251.174 #typaza.com
79.229.138.79 #ueni.dyndns.org
185.64.79.5 #uk-lon.doh.sb
45.147.54.7 #uk.teradns.org
3.10.65.124 #uk01.dns4me.net
83.238.211.59 #unasw.eu
198.251.90.91 #uncensored.any.dns.nixnet.xyz
76.76.2.11 #uncensored.freedns.controld.com
lux1.nixnet.xyz. #uncensored.lux1.dns.nixnet.xyz
104.244.78.231 #uncensored.lux1.dns.nixnet.xyz
lv1.nixnet.xyz. #uncensored.lv1.dns.nixnet.xyz
209.141.34.95 #uncensored.lv1.dns.nixnet.xyz
ny1.nixnet.xyz. #uncensored.ny1.dns.nixnet.xyz
199.195.251.84 #uncensored.ny1.dns.nixnet.xyz
85.209.118.170 #uncensoreddns.org
94.140.14.140 #unfiltered.adguard-dns.com
94.140.14.141 #unfiltered.adguard-dns.com
89.233.43.71 #unicast.censurfridns.dk
89.233.43.71 #unicast.uncensoreddns.org
103.145.61.89 #urology.wiki
103.224.212.214 #us-ny-alula.heliumcloud.cc
198.58.111.139 #us.doh.cloudveil.org
54.187.149.240 #us01.dns4me.net
54.172.110.180 #us02.dns4me.net
173.255.201.254 #us1.blissdns.net
79.110.170.43 #us1.dns.lavate.ch
35.190.14.201 #use-application-dns.net
175.24.154.66 #uw-dns.rubyfish.cn
136.244.65.20 #v.dnscrypt.uk
173.242.124.6 #v2.xx3210766.live
178.20.42.213 #vd.i81.ru
vps241.brueggus.de. #vie01.dnscry.pt
83.138.55.186 #vie01.dnscry.pt
140.238.40.138 #virga.pp.ua
138.3.208.111 #vm.mytm.cc
103.225.209.117 #voyage-s01.cloudku.technology
212.227.237.244 #vpn.technicule.info
216.189.147.50 #vpsus3.pzhg.me
104.21.73.114 #vtcuong.site
172.67.144.180 #vtcuong.site
42.188.62.131 #wantaquddin.com
vps221.brueggus.de. #waw01.dnscry.pt
45.142.105.14 #waw01.dnscry.pt
vps302.brueggus.de. #waw02.dnscry.pt
88.218.206.137 #waw02.dnscry.pt
43.134.201.120 #wdns.233py.com
185.71.138.138 #wikimedia-dns.org
211.95.16.131 #www.c-dns.com
chungocoai.name.vn. #www.chungocoai.name.vn
103.149.28.129 #www.chungocoai.name.vn
dnsadguard.co.uk. #www.dnsadguard.co.uk
178.79.172.79 #www.dnsadguard.co.uk
217.165.39.168 #www.inpssh.online
152.53.15.127 #www.jabber-germany.de
masters-of-cloud.de. #www.masters-of-cloud.de
185.244.195.159 #www.masters-of-cloud.de
172.67.129.145 #www.maxfong.cc
104.21.2.189 #www.maxfong.cc
194.36.144.87 #www.morbitzer.de
79.137.195.60 #www.muxyuji.ru
85.193.93.93 #www.pukanuragan.ru
unasw.eu. #www.unasw.eu
83.238.211.59 #www.unasw.eu
54.151.223.92 #www.zburger.top
207.148.95.1 #wyx.cloud
158.101.214.124 #xenergy.cc
89.58.41.122 #xray.krnl.eu
5.39.88.20 #yarp.lefolgoc.net
116.204.133.193 #ychen.cf
103.97.179.29 #ychen.gq
35.247.39.128 #your-dns.run
3.75.122.89 #yovbak.com
vps217.brueggus.de. #yul01.dnscry.pt
147.189.136.104 #yul01.dnscry.pt
124.217.247.170 #yunyun.is.my.waifu.cz
170.205.36.91 #yunyun.is.my.waifu.cz
vps252.brueggus.de. #zal01.dnscry.pt
216.73.159.26 #zal01.dnscry.pt
212.126.59.63 #zero.dns0.eu
37.252.231.163 #zero.dns0.eu
69.70.16.42 #zougloub.eu
80.254.79.157 #zrh1-ns01.monzoon.net
193.122.58.29 #zxcvb.pp.ua
